,type,element_id,text,metadata,filename,page_number,coordinates,text_as_html,filetype,languages,last_modified,parent_id,label
139,NarrativeText,21c6d07ab8b95d3328367a8e37253338,"Sound bounces off a solid or a liquid like a rubber ball bounces off a wall. Like light, sound gets reflected at the surface of a solid or liquid and follows the same laws of reflection as you have studied in earlier classes. The directions in which the sound is incident and is reflected make equal angles with the normal to the reflecting surface at the point of incidence, and the three are in the same plane. An obstacle of large size which may be polished or rough is needed for the reflection of sound waves.","{'coordinates': {'points': ((896.0, 558.0), (896.0, 919.0), (1527.0, 919.0), (1527.0, 558.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': 'ff87e13344b141c32399e54052359120', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,ff87e13344b141c32399e54052359120,
140,Title,7443f39e85cdcc14741e3b0bf95af06c,Activity 11.5,"{'coordinates': {'points': ((927.0, 947.0), (927.0, 997.0), (1475.0, 997.0), (1475.0, 947.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
141,NarrativeText,a55cd5d40f988bedfea58aaf30814f99,"e Take two identical pipes, as shown in Fig. 11.9. You can make the pipes using chart paper. The length of the pipes should be sufficiently long as shown.","{'coordinates': {'points': ((934.0, 1020.0), (934.0, 1165.0), (1486.0, 1165.0), (1486.0, 1020.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': '7443f39e85cdcc14741e3b0bf95af06c', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,7443f39e85cdcc14741e3b0bf95af06c,
142,Title,a55100353809d338e9d5766ba701c4bf,e Arrange them on a table near a wall.,"{'coordinates': {'points': ((934.0, 1178.0), (934.0, 1204.0), (1483.0, 1204.0), (1483.0, 1178.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
143,NarrativeText,abd2b0ff3562a16c32bd655fcfbbab8b,° Keep a clock near the open end of one of the pipes and try to hear the sound of the clock through the other pipe.,"{'coordinates': {'points': ((934.0, 1209.0), (934.0, 1298.0), (1485.0, 1298.0), (1485.0, 1209.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': 'a55100353809d338e9d5766ba701c4bf', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,a55100353809d338e9d5766ba701c4bf,
144,NarrativeText,cacfe474b313c4de4ffba603dcb2229f,e Adjust the position of the pipes so that you can best hear the sound of the clock.,"{'coordinates': {'points': ((934.0, 1303.0), (934.0, 1385.0), (1488.0, 1385.0), (1488.0, 1303.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': 'a55100353809d338e9d5766ba701c4bf', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,a55100353809d338e9d5766ba701c4bf,
145,NarrativeText,c699735b56a285d707a3bfe042229e3a,"e Now, measure the angles of incidence and reflection and _ see_ the","{'coordinates': {'points': ((934.0, 1397.0), (934.0, 1458.0), (1485.0, 1458.0), (1485.0, 1397.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': 'a55100353809d338e9d5766ba701c4bf', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,a55100353809d338e9d5766ba701c4bf,
146,Title,3767ada709a14f053120c37a9a730c2e,relationship between the angles.,"{'coordinates': {'points': ((996.0, 1460.0), (996.0, 1486.0), (1430.0, 1486.0), (1430.0, 1460.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
147,NarrativeText,7cd95169704ae0cae7a13c3bbe2e20eb,e Lift the pipe on the right vertically to a small height and observe what happens.,"{'coordinates': {'points': ((934.0, 1491.0), (934.0, 1579.0), (1486.0, 1579.0), (1486.0, 1491.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': '3767ada709a14f053120c37a9a730c2e', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,3767ada709a14f053120c37a9a730c2e,
148,NarrativeText,dabac2c883b375ca88a7f6a99f3dff66,"(In place of a clock, a mobile phone on vibrating mode may also be used.)","{'coordinates': {'points': ((996.0, 1586.0), (996.0, 1644.0), (1484.0, 1644.0), (1484.0, 1586.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'parent_id': '3767ada709a14f053120c37a9a730c2e', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,3767ada709a14f053120c37a9a730c2e,
149,Title,448b28f440832382d29fe5dfb7125a82,Fig. 11.9: Reflection of sound 133,"{'coordinates': {'points': ((1024.0, 1977.0), (1024.0, 2040.0), (1468.0, 2040.0), (1468.0, 1977.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 7, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
150,UncategorizedText,0f2c40ab085b2292652e0cddd50326e4,11.3.1 EcHo,"{'coordinates': {'points': ((182.0, 243.0), (182.0, 271.0), (374.0, 271.0), (374.0, 243.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': '448b28f440832382d29fe5dfb7125a82', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,448b28f440832382d29fe5dfb7125a82,
151,NarrativeText,89feed7bc45cd549eedebcce28a09a86,"If we shout or clap near a suitable reflecting object such as a tall building or a mountain,we will hear the same sound again a little later. This sound which we hear is called an echo. The sensation of sound persists in our brain for about 0.1 s. To hear a distinct echo the time interval between the original sound and the reflected one must be at least 0.1s. If we take the speed of sound to be 344 m/sata given temperature, say at 22 °C in air, the sound must go to the obstacle and reach back the ear of the listener on reflection after 0.1s. Hence, the total distance covered by the sound from the point of generation to the reflecting surface and back should be at least (344 m/s) x 0.1 s = 34.4 m. Thus, for hearing distinct echoes, the minimum distance of the obstacle from the source of sound must be half of this distance, that is, 17.2 m. This distance will change with the temperature of air. Echoes may be heard more than once due to successive or multiple reflections. The rolling of thunder is due to the successive reflections of the sound from a number of reflecting surfaces, such as the clouds and the land.","{'coordinates': {'points': ((178.0, 305.0), (178.0, 1236.0), (811.0, 1236.0), (811.0, 305.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': '448b28f440832382d29fe5dfb7125a82', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,448b28f440832382d29fe5dfb7125a82,
152,Title,dcb1452abc287abb925c43aaf3839109,11.3.2 REVERBERATION,"{'coordinates': {'points': ((182.0, 1285.0), (182.0, 1313.0), (537.0, 1313.0), (537.0, 1285.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
153,NarrativeText,3d19a3f323650579d112932e8f3bf4e0,"A sound created in a big hall will persist by repeated reflection from the walls until it is reduced to a value where it is no longer audible. The repeated reflection that results in this persistence of sound is called reverberation. In an auditorium or big hall excessive reverberation is highly undesirable. To reduce reverberation, the roof and walls of the auditorium are generally covered with sound-absorbent materials like compressed fibreboard, rough plaster or draperies. The seat materials are also selected on the basis of their sound absorbing properties.","{'coordinates': {'points': ((177.0, 1346.0), (177.0, 1829.0), (811.0, 1829.0), (811.0, 1346.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'dcb1452abc287abb925c43aaf3839109', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,dcb1452abc287abb925c43aaf3839109,
154,NarrativeText,997af225d9442a2f309400bc3887ca10,Example 11.2 A person clapped his hands near a cliff and heard the echo after 2 s.,"{'coordinates': {'points': ((196.0, 1901.0), (196.0, 1970.0), (790.0, 1970.0), (790.0, 1901.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'dcb1452abc287abb925c43aaf3839109', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,dcb1452abc287abb925c43aaf3839109,
155,UncategorizedText,fba43b1e9e3a356aabb3dedc9445e8d1,134,"{'coordinates': {'points': ((234.0, 2022.0), (234.0, 2039.0), (276.0, 2039.0), (276.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'dcb1452abc287abb925c43aaf3839109', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,dcb1452abc287abb925c43aaf3839109,
156,NarrativeText,cf4095b1303fc60dce3ede98c1533777,"What is the distance of the cliff from the person if the speed of the sound, vis taken as 346 ms?","{'coordinates': {'points': ((921.0, 245.0), (921.0, 341.0), (1460.0, 341.0), (1460.0, 245.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'dcb1452abc287abb925c43aaf3839109', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,dcb1452abc287abb925c43aaf3839109,
157,Title,fa72b6c2038491fc2ba93b39cd5e31a3,Solution:,"{'coordinates': {'points': ((873.0, 390.0), (873.0, 412.0), (1008.0, 412.0), (1008.0, 390.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
158,NarrativeText,4757c0fa24259e68a83e177e08ca077f,"Given, Speed of sound, v= 346 ms""! Time taken for hearing the echo, t=2s Distance travelled by the sound","{'coordinates': {'points': ((921.0, 445.0), (921.0, 621.0), (1371.0, 621.0), (1371.0, 445.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'fa72b6c2038491fc2ba93b39cd5e31a3', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,fa72b6c2038491fc2ba93b39cd5e31a3,
159,NarrativeText,a654e34923f0f8a93919980904b9c22b,"=vx t=346ms!x2s=692m In 2 s sound has to travel twice the distance between the cliff and the person. Hence, the distance between the cliff and the person","{'coordinates': {'points': ((923.0, 631.0), (923.0, 807.0), (1460.0, 807.0), (1460.0, 631.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'fa72b6c2038491fc2ba93b39cd5e31a3', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,fa72b6c2038491fc2ba93b39cd5e31a3,
160,UncategorizedText,1c559afe1d45672654b514d4cf11dd82,= 692 m/2 = 346m.,"{'coordinates': {'points': ((957.0, 817.0), (957.0, 841.0), (1221.0, 841.0), (1221.0, 817.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'fa72b6c2038491fc2ba93b39cd5e31a3', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,fa72b6c2038491fc2ba93b39cd5e31a3,
161,Title,7e0d15f176340d5eeba840c78da859e6,uestion,"{'coordinates': {'points': ((928.0, 891.0), (928.0, 925.0), (1073.0, 925.0), (1073.0, 891.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
162,ListItem,c9ffa627ab2501098d0557c1660ed7f7,"1. An echo is heard in 3s. What is the distance of the reflecting surface trom the source, given that the speed of sound is 342m s'?","{'coordinates': {'points': ((960.0, 958.0), (960.0, 1098.0), (1460.0, 1098.0), (1460.0, 958.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': '7e0d15f176340d5eeba840c78da859e6', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,7e0d15f176340d5eeba840c78da859e6,
163,Title,a481bd3d2f9243c025b9f7aadfe3b252,11.3.3 UsES OF MULTIPLE REFLECTION OF SOUND,"{'coordinates': {'points': ((858.0, 1142.0), (858.0, 1219.0), (1480.0, 1219.0), (1480.0, 1142.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
164,ListItem,d5e025408b8a282fb38e4a25a564576a,"1. Megaphones or loudhailers, horns, musical instruments such as trumpets and shehanais, are all designed to send sound in a particular direction without spreading it in all directions, as shown in Fig 11.10.","{'coordinates': {'points': ((899.0, 1257.0), (899.0, 1473.0), (1481.0, 1473.0), (1481.0, 1257.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'parent_id': 'a481bd3d2f9243c025b9f7aadfe3b252', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,a481bd3d2f9243c025b9f7aadfe3b252,
165,Title,1f2ecfa80721e1e6fa6bc657a8656b60,~~ Megaphone ZF,"{'coordinates': {'points': ((1098.0, 1641.0), (1098.0, 1742.0), (1359.0, 1742.0), (1359.0, 1641.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
166,Title,e0c35b356a2de8393408cf336d3eea0b,SS,"{'coordinates': {'points': ((1331.0, 1830.0), (1331.0, 1846.0), (1371.0, 1846.0), (1371.0, 1830.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
167,Title,b6c01ec6c737709c8c47c46fc1dab710,Horn,"{'coordinates': {'points': ((1144.0, 1882.0), (1144.0, 1899.0), (1206.0, 1899.0), (1206.0, 1882.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
168,Title,e0a751a1d9c200bcb1a84565a998f2a9,Fig 11.10: A megaphone and a horn.,"{'coordinates': {'points': ((933.0, 1946.0), (933.0, 1970.0), (1398.0, 1970.0), (1398.0, 1946.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
169,Title,4346c7dd7dabc29be0435c9919e3360b,SCIENCE,"{'coordinates': {'points': ((1407.0, 2023.0), (1407.0, 2039.0), (1485.0, 2039.0), (1485.0, 2023.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
170,Title,637b5da70ebfb1fbb293c6906ed90852,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 8, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
171,NarrativeText,824610dfde195352abc742ea65ccf4f6,"In these instruments, a tube followed by a conical opening reflects sound successively to guide most of the sound waves from the source in the forward direction towards the audience.","{'coordinates': {'points': ((314.0, 243.0), (314.0, 439.0), (845.0, 439.0), (845.0, 243.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '637b5da70ebfb1fbb293c6906ed90852', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,637b5da70ebfb1fbb293c6906ed90852,
172,NarrativeText,1a86bec94e5cac2e34844cc4003f5071,"Stethoscope is a medical instrument used for listening to sounds produced within the body, mainly in the heart or lungs. In stethoscopes the sound of the patient’s heartbeat reaches the doctor’s ears by multiple reflection of sound, as shown in Fig.11.11.","{'coordinates': {'points': ((311.0, 465.0), (311.0, 703.0), (846.0, 703.0), (846.0, 465.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '637b5da70ebfb1fbb293c6906ed90852', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,637b5da70ebfb1fbb293c6906ed90852,
173,Title,76ff6b2a54e6b74e07e1df874313cffb,Fig. 11.11: Stethoscope,"{'coordinates': {'points': ((385.0, 1090.0), (385.0, 1114.0), (673.0, 1114.0), (673.0, 1090.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
174,NarrativeText,97c25c1811e1cebe37de71e53e35a924,"Generally the ceilings of concert halls, conference halls and cinema halls are curved so that sound after reflection reaches all corners of the hall, as shown in Fig 11.12. Sometimes a curved soundboard may be placed behind the stage so that the sound, after reflecting from the sound board, spreads evenly across the width of the hall (Fig 11.13).","{'coordinates': {'points': ((309.0, 1155.0), (309.0, 1499.0), (841.0, 1499.0), (841.0, 1155.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '76ff6b2a54e6b74e07e1df874313cffb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,76ff6b2a54e6b74e07e1df874313cffb,
175,NarrativeText,4f8d3618df5b19a20e0eba8b3828574f,Fig. 11.12: Curved ceiling of a conference hall.,"{'coordinates': {'points': ((246.0, 1945.0), (246.0, 1969.0), (828.0, 1969.0), (828.0, 1945.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '76ff6b2a54e6b74e07e1df874313cffb', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,76ff6b2a54e6b74e07e1df874313cffb,
176,Title,1f4068e8d15f5d6aeea77aa50d2e0e9e,SOUND,"{'coordinates': {'points': ((219.0, 2023.0), (219.0, 2039.0), (282.0, 2039.0), (282.0, 2023.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
177,Title,469735ee9de147db813ee0a603917cac,Rationalised 2023-24,"{'coordinates': {'points': ((746.0, 2193.0), (746.0, 2209.0), (954.0, 2209.0), (954.0, 2193.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
178,Title,be5540509b750163abc95a4c3255125c,sports Sound board,"{'coordinates': {'points': ((900.0, 247.0), (900.0, 270.0), (1231.0, 270.0), (1231.0, 247.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
179,Title,1fb6777892a7a4ba30d623ce23678dba,Source of sound,"{'coordinates': {'points': ((1198.0, 506.0), (1198.0, 520.0), (1379.0, 520.0), (1379.0, 506.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
180,NarrativeText,8c17180f668f3a8ae09371cddc197cf0,Fig. 11.13: Sound board used in a big hall.,"{'coordinates': {'points': ((941.0, 766.0), (941.0, 790.0), (1479.0, 790.0), (1479.0, 766.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '1fb6777892a7a4ba30d623ce23678dba', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,1fb6777892a7a4ba30d623ce23678dba,
181,NarrativeText,b0113b3252c02a9c27d4165a2179c71d,uestion 1. Why are the ceilings of concert halls curved?,"{'coordinates': {'points': ((945.0, 833.0), (945.0, 953.0), (1509.0, 953.0), (1509.0, 833.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '1fb6777892a7a4ba30d623ce23678dba', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,1fb6777892a7a4ba30d623ce23678dba,
182,Title,81b4ff324878be5a98d544b665a2451e,11.4 Range of Hearing,"{'coordinates': {'points': ((898.0, 1071.0), (898.0, 1116.0), (1315.0, 1116.0), (1315.0, 1071.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,,
183,NarrativeText,eb5b9d000bb67bf9991e6dd63a8030d4,"The audible range of sound for human beings extends from about 20 Hz to 20000 Hz (one Hz = one cycle/s). Children under the age of five and some animals, such as dogs can hear up to 25 kHz (1 kHz = 1000 Hz). As people grow older their ears become less sensitive to higher frequencies. Sounds of frequencies below 20 Hz are called infrasonic sound or infrasound. If we could hear infrasound we would hear the vibrations of a pendulum just as we hear the vibrations of the wings of a bee. Rhinoceroses communicate using infrasound of frequency as low as 5 Hz. Whales and elephants produce sound in the infrasound range. It is observed that some animals get disturbed before earthquakes. Earthquakes produce low-frequency infrasound before the main shock waves begin which possibly alert the animals. Frequencies higher than 20 kHz are called ultrasonic sound or ultrasound. Ultrasound is produced by animals such as dolphins, bats and porpoises. Moths of certain families have very sensitive hearing equipment. These moths can hear the high frequency","{'coordinates': {'points': ((893.0, 1142.0), (893.0, 1976.0), (1530.0, 1976.0), (1530.0, 1142.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '81b4ff324878be5a98d544b665a2451e', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,81b4ff324878be5a98d544b665a2451e,
184,UncategorizedText,625c7c522b2b49148e78330d6af22b23,135,"{'coordinates': {'points': ((1426.0, 2022.0), (1426.0, 2039.0), (1469.0, 2039.0), (1469.0, 2022.0)), 'system': 'PixelSpace', 'layout_width': 1700, 'layout_height': 2280}, 'filetype': 'application/pdf', 'languages': ['eng'], 'last_modified': '2024-09-24T04:32:44', 'page_number': 9, 'parent_id': '81b4ff324878be5a98d544b665a2451e', 'filename': 'iesc111.pdf'}",,,,,application/pdf,['eng'],2024-09-24T04:32:44,81b4ff324878be5a98d544b665a2451e,
